"TimeCreated","EventID","EventType","ProcessId","Image","TargetFilename","CreationUtcTime","User"
"10/26/2025 11:12:07 AM","11","File Creation","10352","C:\Users\IEUser\Desktop\thuglyfe\thug_simulator.exe","C:\ProgramData\asefa.bat","2025-10-26 18:12:07.271","WIN10-ISAIAH\IEUser"
